id,price
1525602,131.65272176848205
30430185,97.11073190555794
21354525,62.17990183334181
35995074,154.5929634629934
34392081,67.23347050827992
19012181,144.56095960560444
268392,179.17075280786335
28309976,73.33315881159523
6598624,62.82828264655322
6994064,150.13821732573243
13927922,189.3739215603701
35700700,56.43366429539126
18018752,156.90707067126297
5986444,149.94871661482088
19625202,110.91403302073802
22217757,147.23036503732584
386744,94.00475757246146
1404355,55.19549542684149
9597031,218.44940781894485
36427094,90.69011517742595
31909623,223.97661400491234
19802994,191.09888747188805
10984999,84.36340766737214
3802966,102.0664210222142
16227469,95.04353093603781
36168631,220.5891876868129
22085782,175.08493665923797
14796894,140.51867389667083
35352800,129.23968855096226
10148201,101.24812434233961
1446483,172.57922065882866
26080745,67.44213923280667
10568208,69.36273494744822
32373990,98.59611069859159
17141182,161.24255887267358
20996830,81.61314488207462
1444924,118.31576155416793
35526,97.406768028589
34597644,183.12402027324592
35268366,74.2533406845576
34315235,254.08503300713147
29331258,178.38401416116557
30156697,217.70553380947075
13842069,94.30087083999736
27736749,88.48937885802424
21977042,129.00537478392536
22262595,81.93245417787347
34647648,60.58880923050881
22067764,65.91132921928836
32554746,84.09663445338002
12814578,185.58429145070266
3101058,134.6106858118484
10695321,77.53461217051581
13042051,140.65355359968447
35565616,220.22435720376419
11043540,173.29191812995015
19969461,150.2520588721224
20607819,169.0067550917595
10631201,111.57467621183608
7645359,97.15913129621302
34545971,147.7421511923594
15818145,135.86176781592917
19806972,81.49632813019056
4711070,62.27594450834627
12740226,69.12035802646871
6659371,112.10859073034057
23743988,165.62972319901039
17759478,62.62383168822609
14010252,212.12649962347353
1591811,183.74862119131777
8171965,161.8882307529379
30034070,193.9752938458868
21147708,175.9910722332629
18876659,138.45432124478046
5816130,58.537509483265225
34486925,125.84264141663796
33138120,149.43205092395596
28032779,223.060128665686
19910074,67.20665546766496
23926896,176.9247560157375
829935,181.8479860630222
34714305,240.5626362408335
9184688,260.7916419513037
4484899,207.70229566753792
21174693,55.25040506624423
9885815,227.1416964169965
13188543,99.47765817634009
35833383,193.00944972185482
34504997,88.70267227299524
30582854,62.41421779051838
5761564,102.61710569332811
9559335,230.01825488207825
36482416,168.07350915697143
21312732,105.31009509643737
7071672,110.61593655720309
25290572,175.38213125370493
36038070,87.26389882940434
713891,82.89882294223523
31954232,152.40554408419518
22329791,200.94013905130117
13243615,171.92661546219415
19859697,83.93160010096811
22308180,223.12925811339386
5242156,124.31519942015147
21589780,144.3149869840824
13435285,143.71990418126663
15718412,142.52117147640615
11343196,145.68798307699305
20092506,76.97305194818632
16321789,68.40805313508957
26893534,156.85851973047275
21305393,61.758418963180084
1871311,177.55794942488617
6303611,110.12867290985012
18794243,55.032567378188105
20120848,180.49521612528537
21581545,90.23320073617224
28011840,272.44371597664957
15232776,185.26631087239153
33655636,77.67356974586647
9520489,176.32514087812058
30459588,74.79940688173664
21081485,99.79928576357005
12914749,81.16513760519392
26125053,63.90092480027698
2254388,158.48912657043303
32820753,147.61147298748077
17512944,204.06716439980653
16289576,90.5185771746599
27051433,59.87484274753263
21970259,86.1417411212601
19361884,110.6326124140327
14837884,75.47587514649112
9033218,48.45969011088004
1649957,262.91511512693717
12228859,162.20417901726563
12028495,84.27199727636753
1415738,75.35968690130426
13954028,226.09113296481877
28751912,67.98058411654651
31315385,197.1563887554172
30193432,248.79137256068555
114123,190.35143379058994
18993091,54.51525758056074
4225569,227.9664149118098
14066702,89.25689081199732
13955165,170.56438117157307
25352456,98.88321786240462
14086584,122.94103836863653
20992027,114.94160604423664
30423106,89.75725674764519
